时间,蒸汽开度/%,釜温,中温,顶温,回流比,精馏釜液位/cm,V02121A液位/cm,V02122A液位/cm,V02123A液位/cm,V02123B液位/cm,time_delta_hours,time_diff_hours
2023-03-24 18:00:00,75.0,82.48,76.47,71.8,10.0,129.0,7.0,112.0,61.0,83.0,0.0,1.0
2023-03-24 19:00:00,75.0,82.73,74.54,72.81,10.0,126.0,7.0,130.0,61.0,83.0,1.0,1.0
2023-03-24 21:00:00,75.0,82.85,74.41,73.89,8.0,123.0,10.0,134.0,61.0,83.0,2.0,1.0
2023-03-24 22:00:00,75.0,82.93,74.34,74.08,8.0,121.0,33.0,134.0,61.0,83.0,3.0,1.0
2023-03-24 23:00:00,75.0,82.97,74.47,73.97,5.0,117.0,39.0,134.0,75.0,83.0,4.0,1.0
2023-03-25 00:00:00,75.0,83.09,74.47,74.1,3.0,115.0,39.0,134.0,111.0,83.0,5.0,1.0
2023-03-25 02:00:00,75.0,83.4,74.45,74.12,3.0,107.0,39.0,134.0,189.0,83.0,6.0,1.0
2023-03-25 04:00:00,75.0,83.84,74.47,74.15,3.0,99.0,39.0,134.0,271.0,83.0,7.0,1.0
2023-03-25 05:00:00,75.0,84.0,74.41,74.16,16.0,97.0,39.0,134.0,55.0,85.0,8.0,1.0
2023-03-25 06:00:00,75.0,84.1,74.47,74.15,3.0,95.0,39.0,134.0,31.0,89.0,9.0,1.0
2023-03-25 07:00:00,75.0,84.47,74.54,74.12,3.0,84.0,39.0,134.0,69.0,89.0,10.0,1.0
2023-03-25 11:00:00,85.0,86.6,74.73,74.06,3.0,74.0,39.0,135.0,248.0,89.0,11.0,1.0
2023-03-25 14:00:00,85.0,92.37,74.87,74.24,5.0,65.0,39.0,135.0,85.0,99.0,12.0,1.0
2023-03-25 16:00:00,85.0,100.02,75.48,74.15,16.0,61.0,39.0,135.0,139.0,99.0,13.0,1.0
2023-03-25 17:00:00,85.0,100.94,77.34,74.1,2.0,59.0,41.0,135.0,155.0,99.0,14.0,1.0
2023-03-26 17:00:00,70.0,82.55,74.48,74.48,10.0,122.0,7.0,152.0,9.0,99.0,15.0,1.0
2023-03-26 18:00:00,70.0,82.65,74.42,73.25,10.0,121.0,7.0,166.0,9.0,99.0,16.0,1.0
2023-03-26 20:00:00,70.0,82.7,74.34,73.96,8.0,118.0,10.0,166.0,9.0,99.0,17.0,1.0
2023-03-26 21:00:00,70.0,82.8,74.41,74.04,5.0,117.0,27.0,166.0,9.0,99.0,18.0,1.0
2023-03-26 23:00:00,75.0,83.14,74.48,74.17,5.0,111.0,27.0,166.0,65.0,99.0,19.0,1.0
2023-03-27 00:00:00,75.0,83.24,74.41,74.17,3.0,108.0,27.0,166.0,97.0,97.0,20.0,1.0
2023-03-27 01:00:00,75.0,83.42,74.47,74.17,3.0,104.0,27.0,166.0,137.0,97.0,21.0,1.0
2023-03-27 03:00:00,75.0,83.89,74.54,74.11,3.0,96.0,27.0,166.0,229.0,97.0,22.0,1.0
2023-03-27 05:00:00,75.0,84.27,74.42,74.1,16.0,89.0,27.0,165.0,293.0,103.0,23.0,1.0
2023-03-27 06:00:00,75.0,84.43,74.41,74.09,3.0,88.0,27.0,164.0,292.0,107.0,24.0,1.0
2023-03-27 08:00:00,75.0,85.28,74.54,74.07,3.0,80.0,27.0,164.0,121.0,107.0,25.0,1.0
2023-03-27 09:30:00,76.0,86.15,74.54,74.06,5.0,74.0,27.0,167.0,181.0,107.0,26.0,1.0
2023-03-27 11:00:00,76.0,87.37,74.4,74.0,4.0,72.0,27.0,167.0,223.0,107.0,27.0,1.0
2023-03-27 12:00:00,76.0,89.18,74.41,74.0,3.0,69.0,27.0,167.0,265.0,107.0,28.0,1.0
2023-03-27 14:30:00,76.0,94.77,74.48,73.97,6.0,66.0,27.0,167.0,17.0,115.0,29.0,1.0
2023-03-27 16:00:00,76.0,98.21,74.68,73.99,16.0,64.0,27.0,167.0,39.0,115.0,30.0,1.0
2023-03-28 17:02:00,65.0,82.1,74.28,72.75,10.0,123.0,7.0,184.0,61.0,115.0,31.0,1.0
2023-03-28 19:00:00,70.0,82.82,74.28,73.72,8.0,120.0,7.0,188.0,61.0,115.0,32.0,1.0
2023-03-28 20:00:00,70.0,82.86,74.28,73.8,8.0,119.0,23.0,188.0,61.0,113.0,33.0,1.0
2023-03-28 21:00:00,70.0,83.02,74.28,74.02,8.0,117.0,41.0,188.0,61.0,113.0,34.0,1.0
2023-03-28 23:00:00,75.0,83.39,74.41,74.1,16.0,110.0,45.0,186.0,121.0,113.0,35.0,1.0
2023-03-29 00:12:00,75.0,83.44,74.34,74.09,5.0,108.0,45.0,186.0,137.0,113.0,36.0,1.0
2023-03-29 01:02:00,75.0,83.46,74.28,74.03,3.0,107.0,45.0,186.0,157.0,113.0,37.0,1.0
2023-03-29 02:56:00,75.0,83.81,74.41,74.02,3.0,100.0,45.0,186.0,229.0,113.0,38.0,1.0
2023-03-29 03:56:00,75.0,84.05,74.34,74.41,3.0,96.0,45.0,186.0,273.0,113.0,39.0,1.0
2023-03-29 07:00:00,77.0,85.15,74.33,73.97,3.0,85.0,45.0,186.0,103.0,123.0,40.0,1.0
2023-03-29 08:00:00,77.0,85.72,74.41,74.02,3.0,81.0,45.0,188.0,149.0,123.0,41.0,1.0
2023-03-29 09:00:00,78.0,86.56,74.54,73.85,3.0,76.0,45.0,188.0,193.0,125.0,42.0,1.0
2023-03-29 11:00:00,79.0,89.21,74.48,73.85,4.0,71.0,45.0,188.0,283.0,125.0,43.0,1.0
2023-03-29 11:20:00,79.0,89.75,74.55,73.85,16.0,70.0,45.0,188.0,293.0,125.0,44.0,1.0
2023-03-29 14:00:00,79.0,95.2,74.54,73.84,6.0,66.0,45.0,188.0,67.0,137.0,45.0,1.0
2023-03-29 15:00:00,79.0,98.58,74.95,73.84,16.0,64.5,45.0,188.0,91.0,137.0,46.0,1.0
2023-03-29 16:00:00,79.0,100.06,76.49,73.91,16.0,63.0,47.0,190.0,107.0,137.0,47.0,1.0
2023-03-30 09:00:00,75.0,83.23,74.7,72.8,10.0,123.0,7.0,208.0,11.0,136.0,48.0,1.0
2023-03-30 11:00:00,75.0,83.33,74.47,73.83,8.0,118.0,16.0,212.0,11.0,136.0,49.0,1.0
2023-03-30 12:00:00,75.0,83.45,74.48,74.01,8.0,117.0,37.0,212.0,11.0,136.0,50.0,1.0
2023-03-30 13:00:00,75.0,83.61,74.54,74.02,3.0,112.0,41.0,214.0,49.0,136.0,51.0,1.0
2023-03-30 15:00:00,75.0,83.95,74.48,74.04,3.0,105.0,41.0,214.0,135.0,136.0,52.0,1.0
2023-03-30 17:00:00,75.0,84.57,74.62,74.06,3.0,97.0,41.0,214.0,229.0,136.0,53.0,1.0
2023-03-30 18:00:00,75.0,84.84,74.56,74.01,3.0,93.0,41.0,214.0,271.0,136.0,54.0,1.0
2023-03-30 21:00:00,75.0,85.67,74.52,74.21,3.0,86.0,41.0,212.0,61.0,146.0,55.0,1.0
2023-03-30 22:00:00,75.0,86.21,74.62,74.26,3.0,83.0,41.0,212.0,105.0,146.0,56.0,1.0
2023-03-31 00:08:00,75.0,88.03,74.68,74.13,3.0,75.0,41.0,212.0,189.0,146.0,57.0,1.0
2023-03-31 02:57:00,76.0,94.0,74.69,74.19,8.0,67.0,41.0,212.0,295.0,151.0,58.0,1.0
2023-03-31 04:01:00,76.0,96.52,74.69,74.19,8.0,66.0,41.0,212.0,17.0,167.0,59.0,1.0
2023-04-01 11:00:00,75.0,83.3,74.49,73.66,8.0,124.0,7.0,77.0,51.0,167.0,60.0,1.0
2023-04-01 13:00:00,75.0,83.35,74.43,74.01,8.0,119.0,39.0,77.0,52.0,167.0,61.0,1.0
2023-04-01 15:00:00,75.0,83.73,74.42,74.0,3.0,112.0,49.0,77.0,107.0,167.0,62.0,1.0
2023-04-01 16:09:00,75.0,83.89,74.49,74.09,3.0,108.0,49.0,77.0,161.0,167.0,63.0,1.0
2023-04-01 18:06:00,75.0,84.36,74.48,73.7,3.0,101.0,49.0,77.0,246.0,167.0,64.0,1.0
2023-04-01 19:26:00,75.0,84.74,74.42,74.1,8.0,97.0,49.0,77.0,295.0,167.0,65.0,1.0
2023-04-01 20:54:00,76.0,85.2,74.55,74.11,3.0,92.0,49.0,77.0,43.0,177.0,66.0,1.0
2023-04-02 00:00:00,76.0,86.85,74.55,74.11,3.0,80.0,49.0,77.0,181.0,177.0,67.0,1.0
2023-04-02 02:00:00,78.0,88.83,74.55,73.99,4.0,74.0,49.0,77.0,257.0,177.0,68.0,1.0
2023-04-02 03:00:00,78.0,90.09,74.42,73.99,16.0,72.0,49.0,77.0,291.0,177.0,69.0,1.0
2023-04-02 05:00:00,78.0,93.07,74.55,73.99,5.0,69.0,49.0,77.0,45.0,189.0,70.0,1.0
2023-04-02 07:00:00,78.0,98.33,74.95,73.98,16.0,66.0,49.0,77.0,97.0,189.0,71.0,1.0
2023-04-02 08:36:00,78.0,99.06,77.15,73.98,16.0,64.0,49.0,77.0,119.0,189.0,72.0,1.0
2023-04-03 08:00:00,75.0,83.19,74.29,72.54,8.0,121.0,7.0,107.0,9.0,189.0,73.0,1.0
2023-04-03 10:00:00,75.0,83.22,74.29,73.61,8.0,117.0,13.0,107.0,9.0,189.0,74.0,1.0
2023-04-03 11:00:00,75.0,83.28,74.21,73.76,8.0,115.0,33.0,107.0,9.0,189.0,75.0,1.0
2023-04-03 12:00:00,75.0,83.5,74.35,73.82,5.0,111.0,33.0,107.0,45.0,189.0,76.0,1.0
2023-04-03 14:00:00,75.0,83.88,74.29,73.82,3.0,104.0,33.0,107.0,129.0,189.0,77.0,1.0
2023-04-03 15:00:00,77.0,84.21,74.35,73.82,3.0,99.0,33.0,107.0,172.0,189.0,78.0,1.0
2023-04-03 16:05:00,79.0,84.64,74.48,73.89,3.0,95.0,33.0,107.0,221.0,189.0,79.0,1.0
2023-04-03 17:00:00,79.0,85.02,74.41,73.89,3.0,91.0,33.0,107.0,265.0,189.0,80.0,1.0
2023-04-03 18:02:00,79.0,85.55,74.47,73.89,8.0,88.0,33.0,107.0,303.0,189.0,81.0,1.0
2023-04-03 19:59:00,79.0,86.47,74.54,73.88,3.0,81.0,33.0,107.0,73.0,205.0,82.0,1.0
2023-04-03 21:59:00,79.0,88.29,74.47,73.94,3.0,74.0,33.0,107.0,163.0,205.0,83.0,1.0
2023-04-04 00:05:00,79.0,91.85,74.54,74.54,5.0,70.0,33.0,107.0,237.0,205.0,84.0,1.0
2023-04-04 02:00:00,79.0,95.97,74.67,74.0,8.0,67.0,33.0,107.0,285.0,205.0,85.0,1.0
2023-04-04 03:00:00,79.0,97.56,74.68,73.93,8.0,66.0,33.0,106.0,251.0,205.0,86.0,1.0
2023-04-04 04:00:00,79.0,98.57,75.4,73.93,16.0,65.0,33.0,106.0,263.0,205.0,87.0,1.0
2023-04-04 05:00:00,79.0,98.97,76.53,73.94,2.0,64.0,35.0,106.0,270.0,205.0,88.0,1.0
2023-04-05 04:56:00,70.0,83.25,74.53,73.48,8.0,121.0,7.0,126.0,11.0,205.0,89.0,1.0
2023-04-05 07:00:00,70.0,83.4,74.52,74.0,8.0,119.0,27.0,126.0,11.0,205.0,90.0,1.0
2023-04-05 08:03:00,70.0,83.47,74.53,74.06,8.0,117.0,45.0,126.0,11.0,205.0,91.0,1.0
2023-04-05 09:58:00,75.0,83.65,74.6,74.15,3.0,113.0,53.0,127.0,52.0,205.0,92.0,1.0
2023-04-05 11:01:00,75.0,83.83,74.66,74.14,6.0,110.0,53.0,127.0,77.0,205.0,93.0,1.0
2023-04-05 12:07:00,75.0,84.01,74.67,74.12,4.0,108.0,53.0,127.0,107.0,207.0,94.0,1.0
2023-04-05 14:01:00,75.0,84.6,74.73,74.18,3.0,100.0,53.0,128.0,187.0,207.0,95.0,1.0
2023-04-05 16:05:00,78.0,85.32,74.86,74.19,3.0,92.0,53.0,128.0,279.0,207.0,96.0,1.0
2023-04-05 17:00:00,78.0,85.52,74.73,74.19,16.0,90.0,53.0,128.0,297.0,212.0,97.0,1.0
2023-04-05 19:00:00,78.0,86.57,74.79,74.19,3.0,83.0,53.0,126.0,83.0,218.0,98.0,1.0
2023-04-05 21:00:00,79.0,89.0,74.86,74.33,3.0,75.0,53.0,126.0,183.0,217.0,99.0,1.0
2023-04-05 23:00:00,79.0,92.81,74.86,74.42,5.0,71.0,53.0,126.0,257.0,217.0,100.0,1.0
2023-04-06 00:00:00,79.0,95.37,74.99,74.43,6.0,69.0,53.0,126.0,287.0,217.0,101.0,1.0
2023-04-06 02:00:00,79.0,98.86,75.78,74.28,16.0,66.0,53.0,126.0,263.0,218.0,102.0,1.0
2023-04-06 03:00:00,79.0,100.18,94.75,74.35,2.0,62.0,95.0,126.0,267.0,218.0,103.0,1.0
2023-04-07 19:00:00,75.0,83.3,74.8,72.03,10.0,127.0,6.0,136.0,11.0,220.0,104.0,1.0
2023-04-07 20:00:00,75.0,83.25,74.76,73.26,8.0,125.0,6.0,154.0,11.0,220.0,105.0,1.0
2023-04-07 22:00:00,70.0,83.32,74.73,74.21,8.0,122.0,11.0,154.0,11.0,220.0,106.0,1.0
2023-04-07 23:00:00,72.0,83.37,74.59,74.35,8.0,121.0,25.0,154.0,11.0,220.0,107.0,1.0
2023-04-08 00:00:00,74.0,83.56,74.66,74.43,6.0,119.0,33.0,154.0,21.0,220.0,108.0,1.0
2023-04-08 02:00:00,74.0,83.86,74.59,74.5,3.0,113.0,33.0,154.0,93.0,218.0,109.0,1.0
2023-04-08 04:00:00,74.0,84.42,74.86,74.5,3.0,104.0,33.0,154.0,179.0,218.0,110.0,1.0
2023-04-08 05:00:00,74.0,84.61,74.72,74.44,3.0,101.0,33.0,154.0,215.0,218.0,111.0,1.0
2023-04-08 07:00:00,75.5,85.25,74.79,74.18,16.0,95.0,33.0,154.0,289.0,225.0,112.0,1.0
2023-04-08 09:00:00,76.0,85.54,74.73,74.25,3.0,90.0,33.0,156.0,62.0,237.0,113.0,1.0
2023-04-08 13:00:00,78.0,89.04,74.87,74.15,3.0,74.0,33.0,157.0,231.0,237.0,114.0,1.0
2023-04-08 14:00:00,78.0,90.45,74.87,74.17,3.0,73.0,33.0,157.0,275.0,239.0,115.0,1.0
2023-04-08 15:00:00,78.0,92.45,74.93,74.63,6.0,72.0,33.0,157.0,11.0,243.0,116.0,1.0
2023-04-08 16:00:00,78.0,94.2,74.86,74.19,6.0,70.0,33.0,157.0,39.0,243.0,117.0,1.0
2023-04-08 17:00:00,78.0,96.11,74.87,74.26,8.0,69.0,33.0,156.0,63.0,244.0,118.0,1.0
2023-04-08 19:00:00,78.0,98.38,75.27,74.32,16.0,67.0,33.0,156.0,87.0,242.0,119.0,1.0
2023-04-08 20:00:00,78.0,99.11,77.01,74.27,16.0,66.0,33.0,156.0,99.0,242.0,120.0,1.0
2023-04-09 21:00:00,73.0,83.22,74.74,72.76,10.0,127.0,6.0,170.0,99.0,240.0,121.0,1.0
2023-04-09 23:00:00,73.0,83.34,74.66,73.79,8.0,123.0,6.0,182.0,99.0,240.0,122.0,1.0
2023-04-10 00:09:00,73.0,83.38,74.67,74.39,8.0,121.0,19.0,182.0,99.0,240.0,123.0,1.0
2023-04-10 01:02:00,73.0,83.46,74.67,74.39,8.0,120.0,35.0,182.0,97.0,240.0,124.0,1.0
2023-04-10 02:55:00,75.0,83.78,74.74,74.52,3.0,113.0,37.0,182.0,164.0,240.0,125.0,1.0
2023-04-10 05:01:00,75.0,84.21,74.68,74.46,3.0,105.0,37.0,182.0,253.0,240.0,126.0,1.0
2023-04-10 05:51:00,75.0,84.43,74.82,74.46,3.0,102.0,37.0,181.0,291.0,240.0,127.0,1.0
2023-04-10 08:00:00,75.0,85.1,74.82,74.44,3.0,94.0,37.0,183.0,62.0,251.0,128.0,1.0
2023-04-10 10:00:00,77.0,85.66,74.82,74.35,3.0,89.0,37.0,182.0,149.0,253.0,129.0,1.0
2023-04-10 11:00:00,78.0,86.42,74.87,74.28,3.0,84.0,37.0,184.0,191.0,253.0,130.0,1.0
2023-04-10 13:00:00,78.0,88.2,75.0,74.42,16.0,76.0,37.0,184.0,291.0,255.0,131.0,1.0
2023-04-10 15:00:00,78.0,91.07,74.87,74.28,5.0,71.3,37.0,185.0,75.0,267.0,132.0,1.0
2023-04-10 16:15:00,78.0,93.68,74.88,74.28,6.0,68.0,36.0,185.0,111.0,267.0,133.0,1.0
2023-04-10 18:04:00,78.0,98.38,75.48,74.4,16.0,65.0,37.0,185.0,159.0,264.0,134.0,1.0
2023-04-10 19:57:00,78.0,100.67,95.52,74.03,2.0,59.0,95.0,182.0,173.0,262.0,135.0,1.0
2023-04-11 19:00:00,73.0,83.48,74.56,73.64,8.0,122.0,7.0,204.0,11.0,265.0,136.0,1.0
2023-04-11 19:57:00,73.0,83.65,74.56,74.06,8.0,121.0,10.0,203.0,11.0,262.0,137.0,1.0
2023-04-11 21:00:00,73.0,83.6,74.56,74.2,8.0,120.0,29.0,203.0,11.0,262.0,138.0,1.0
2023-04-11 23:01:00,73.0,83.88,74.43,74.34,5.0,115.0,41.0,203.0,45.0,262.0,139.0,1.0
2023-04-12 00:10:00,73.0,84.03,74.62,74.34,3.0,111.0,41.0,202.0,89.0,263.0,140.0,1.0
2023-04-12 01:06:00,73.0,84.29,74.69,74.27,3.0,107.0,41.0,202.0,125.0,263.0,141.0,1.0
2023-04-12 02:56:00,74.0,84.79,74.61,74.34,3.0,101.0,41.0,202.0,197.0,263.0,142.0,1.0
2023-04-12 04:57:00,74.0,85.38,74.61,74.33,3.0,94.0,41.0,202.0,277.0,263.0,143.0,1.0
2023-04-12 06:00:00,74.0,85.59,74.62,74.39,8.0,92.0,41.0,202.0,239.0,267.0,144.0,1.0
2023-04-12 08:13:00,74.0,86.46,74.62,74.53,3.0,85.0,41.0,202.0,79.0,275.0,145.0,1.0
2023-04-12 10:00:00,75.0,88.37,74.69,74.04,3.0,78.0,41.0,202.0,150.0,275.0,146.0,1.0
2023-04-12 13:30:00,75.0,93.91,74.75,74.15,6.0,71.0,41.0,205.0,277.0,277.0,147.0,1.0
2023-04-12 14:20:00,75.0,95.99,74.75,74.06,16.0,69.0,41.0,204.0,293.0,277.0,148.0,1.0
2023-04-12 15:00:00,75.0,96.75,74.96,74.17,12.0,69.0,41.5,204.0,17.0,281.0,149.0,1.0
2023-04-12 16:00:00,75.0,97.84,75.15,74.18,16.0,67.84,41.0,204.0,25.0,281.0,150.0,1.0
2023-04-13 23:00:00,75.0,83.1,74.42,71.57,10.0,126.0,6.0,210.0,43.0,279.0,151.0,1.0
2023-04-14 00:00:00,75.0,83.19,74.42,72.92,10.0,125.0,6.0,226.0,43.0,279.0,152.0,1.0
2023-04-14 02:00:00,75.0,83.28,74.29,73.98,8.0,120.0,16.0,232.0,43.0,279.0,153.0,1.0
2023-04-14 03:00:00,75.0,83.34,74.39,74.04,6.0,119.0,31.0,232.0,43.0,279.0,154.0,1.0
2023-04-14 05:00:00,75.0,83.65,74.42,74.03,3.0,113.0,31.0,232.0,107.0,279.0,155.0,1.0
2023-04-14 06:00:00,75.0,83.87,74.43,73.15,3.0,108.0,31.0,234.0,151.0,279.0,156.0,1.0
2023-04-14 08:00:00,76.0,84.48,74.48,73.99,3.0,100.0,31.0,234.0,239.0,279.0,157.0,1.0
2023-04-14 09:00:00,75.0,84.65,74.42,73.98,3.0,98.0,31.0,234.0,277.0,279.0,158.0,1.0
2023-04-14 09:23:00,75.0,84.73,74.43,73.97,3.0,96.0,31.0,234.0,287.0,281.0,159.0,1.0
2023-04-14 11:00:00,75.0,85.03,74.42,73.9,3.0,93.0,31.0,234.0,43.0,287.0,160.0,1.0
2023-04-14 13:00:00,75.0,86.02,74.56,74.0,3.0,86.0,31.0,236.0,130.0,10.0,161.0,1.0
2023-04-14 15:00:00,75.0,87.72,74.5,73.99,3.0,79.0,31.0,236.0,217.0,11.0,162.0,1.0
2023-04-14 16:08:00,75.0,88.68,74.49,73.92,4.0,77.0,31.0,236.0,254.0,11.0,163.0,1.0
2023-04-14 17:02:00,75.0,89.5,74.49,74.43,6.0,76.0,31.0,236.0,275.0,11.0,164.0,1.0
2023-04-14 18:56:00,75.0,92.3,74.57,73.99,3.0,71.0,31.0,236.0,37.0,21.0,165.0,1.0
2023-04-14 20:59:00,75.0,97.81,75.56,74.01,16.0,68.0,31.0,234.0,99.0,21.0,166.0,1.0
2023-04-15 02:00:00,74.0,83.04,74.44,72.64,10.0,124.0,7.0,7.0,109.0,21.0,167.0,1.0
2023-04-15 04:00:00,74.0,83.14,74.44,73.13,8.0,119.0,10.0,9.0,109.0,21.0,168.0,1.0
2023-04-15 05:00:00,74.0,83.24,74.44,73.66,8.0,118.0,29.0,9.0,109.0,21.0,169.0,1.0
2023-04-15 06:00:00,75.0,83.46,74.44,74.19,6.0,114.0,31.0,9.0,141.0,21.0,170.0,1.0
2023-04-15 08:00:00,75.0,83.83,74.49,74.19,3.0,108.0,31.0,9.0,215.0,20.0,171.0,1.0
2023-04-15 10:00:00,75.0,84.21,74.4,74.04,6.0,102.0,31.0,9.0,283.0,20.0,172.0,1.0
2023-04-15 11:00:00,75.0,84.38,74.5,74.03,3.0,100.0,31.0,9.0,11.0,28.0,173.0,1.0
2023-04-15 12:00:00,75.0,84.65,74.57,74.03,3.0,96.0,31.0,9.0,59.0,28.0,174.0,1.0
2023-04-15 13:00:00,75.0,84.99,74.56,74.08,3.0,93.0,31.0,9.0,97.0,28.0,175.0,1.0
2023-04-15 15:00:00,75.0,85.91,74.62,73.94,3.0,85.0,31.0,9.0,187.0,28.0,176.0,1.0
2023-04-15 15:54:00,75.0,86.4,74.7,74.07,3.0,82.0,31.0,9.0,224.0,28.0,177.0,1.0
2023-04-15 16:56:00,75.0,87.53,74.69,74.08,3.0,78.0,31.0,9.0,270.0,28.0,178.0,1.0
2023-04-15 18:58:00,75.0,88.87,74.56,74.57,3.0,75.0,31.0,9.0,39.0,35.0,179.0,1.0
2023-04-15 20:55:00,75.0,92.44,74.7,74.33,5.0,70.0,31.0,9.0,105.0,35.0,180.0,1.0
2023-04-15 22:56:00,75.0,96.72,74.89,74.13,8.0,68.0,31.0,9.0,152.0,35.0,181.0,1.0
2023-04-16 00:00:00,75.0,98.15,75.83,74.12,16.0,66.0,31.0,9.0,169.0,35.0,182.0,1.0
2023-04-16 00:51:00,75.0,98.52,76.89,74.06,2.0,65.0,31.0,9.0,141.0,35.0,183.0,1.0
2023-04-17 21:54:00,75.0,84.86,76.9,72.12,10.0,129.0,7.0,13.0,11.0,37.0,184.0,1.0
2023-04-17 23:08:00,50.0,83.13,75.84,73.25,10.0,129.0,7.0,25.0,11.0,37.0,185.0,1.0
2023-04-18 00:08:00,50.0,82.34,74.44,72.91,10.0,129.0,7.0,31.0,11.0,37.0,186.0,1.0
2023-04-18 02:00:00,55.0,82.38,74.24,73.05,8.0,128.0,7.0,31.0,11.0,37.0,187.0,1.0
2023-04-18 03:00:00,75.0,82.97,74.51,73.38,8.0,125.0,7.0,31.0,11.0,37.0,188.0,1.0
2023-04-18 04:00:00,75.0,83.05,74.24,73.65,8.0,122.0,25.0,31.0,11.0,37.0,189.0,1.0
2023-04-18 04:30:00,75.0,83.07,74.18,73.66,8.0,121.0,35.0,31.0,11.0,36.0,190.0,1.0
2023-04-18 06:00:00,75.0,83.27,74.18,73.78,6.0,119.0,35.0,31.0,35.0,36.0,191.0,1.0
2023-04-18 07:00:00,75.0,83.5,74.24,73.76,3.0,115.0,35.0,31.0,73.0,36.0,192.0,1.0
2023-04-18 08:12:00,75.0,83.76,74.24,73.74,3.0,110.0,35.0,31.0,129.0,37.0,193.0,1.0
2023-04-18 09:13:00,75.0,83.91,74.31,73.73,3.0,107.0,35.0,31.0,169.0,37.0,194.0,1.0
2023-04-18 10:25:00,75.0,84.32,74.31,73.72,3.0,102.0,35.0,31.0,223.0,37.0,195.0,1.0
2023-04-18 11:30:00,75.0,84.57,74.31,73.68,3.0,98.0,35.0,31.0,268.0,37.0,196.0,1.0
2023-04-18 12:00:00,75.0,84.78,74.37,73.75,3.0,97.0,35.0,31.0,283.0,37.0,197.0,1.0
2023-04-18 13:06:00,75.0,84.85,74.37,73.68,8.0,95.0,35.0,31.0,79.0,53.0,198.0,1.0
2023-04-18 14:20:00,75.0,85.01,74.24,73.78,3.0,95.0,35.0,31.0,13.0,61.0,199.0,1.0
2023-04-18 15:22:00,75.0,85.01,74.29,73.66,3.0,95.0,35.0,31.0,17.0,61.0,200.0,1.0
2023-04-18 16:36:00,75.0,85.38,74.42,73.74,3.0,91.0,35.0,31.0,67.0,61.0,201.0,1.0
2023-04-18 18:10:00,75.0,86.15,74.51,73.8,3.0,86.0,35.0,31.0,127.0,61.0,202.0,1.0
2023-04-18 19:02:00,75.0,86.69,74.38,73.83,3.0,83.0,35.0,31.0,162.0,61.0,203.0,1.0
2023-04-18 20:05:00,75.0,87.43,74.39,73.88,3.0,80.0,35.0,31.0,205.0,61.0,204.0,1.0
2023-04-18 21:05:00,75.0,88.86,74.52,73.89,3.0,77.0,35.0,31.0,248.0,61.0,205.0,1.0
2023-04-18 21:58:00,75.0,90.16,74.52,73.83,5.0,74.0,35.0,31.0,281.0,61.0,206.0,1.0
2023-04-18 00:20:00,75.0,95.15,74.72,73.83,3.0,68.0,35.0,31.0,69.0,67.0,207.0,1.0
2023-04-18 01:20:00,75.0,97.8,75.25,73.9,5.0,66.0,35.0,31.0,97.0,67.0,208.0,1.0
2023-04-18 02:00:00,75.0,98.17,76.05,73.83,16.0,65.0,35.0,31.0,105.0,67.0,209.0,1.0
2023-04-18 03:00:00,75.0,98.49,79.91,73.91,2.0,64.0,49.0,31.0,109.0,67.0,210.0,1.0
2023-04-19 12:00:00,75.0,83.62,74.24,72.75,8.0,132.0,7.0,58.0,11.0,67.0,211.0,1.0
2023-04-19 14:00:00,75.0,83.51,74.37,73.71,8.0,129.0,7.0,61.0,11.0,67.0,212.0,1.0
2023-04-19 14:30:00,75.0,83.62,74.33,73.66,8.0,126.0,31.0,61.0,11.0,67.0,213.0,1.0
2023-04-19 15:00:00,75.0,83.67,74.43,73.86,5.0,123.0,39.0,61.0,33.0,69.0,214.0,1.0
2023-04-19 16:15:00,75.0,83.74,74.49,73.93,5.0,122.0,39.0,61.0,44.0,69.0,215.0,1.0
2023-04-19 17:09:00,75.0,83.86,74.38,73.83,5.0,119.0,39.0,61.0,69.0,69.0,216.0,1.0
2023-04-19 18:03:00,75.0,83.93,74.32,73.87,5.0,117.0,39.0,61.0,93.0,69.0,217.0,1.0
2023-04-19 19:59:00,75.0,84.33,74.39,73.89,3.0,111.0,39.0,61.0,167.0,67.0,218.0,1.0
2023-04-19 21:00:00,75.0,84.7,74.52,73.95,3.0,107.0,39.0,61.0,207.0,67.0,219.0,1.0
2023-04-19 22:03:00,75.0,85.08,74.51,73.96,3.0,103.0,39.0,61.0,254.0,67.0,220.0,1.0
2023-04-19 23:08:00,75.0,85.29,74.45,73.96,16.0,100.0,39.0,61.0,297.0,67.0,221.0,1.0
2023-04-20 00:12:00,75.0,85.55,74.46,73.96,3.0,97.0,39.0,61.0,21.0,77.0,222.0,1.0
2023-04-20 01:06:00,75.0,86.05,74.46,73.09,3.0,93.0,39.0,61.0,67.0,77.0,223.0,1.0
2023-04-20 02:00:00,75.0,86.44,74.52,73.91,3.0,90.0,39.0,61.0,95.0,77.0,224.0,1.0
2023-04-20 04:00:00,75.0,88.12,74.52,73.95,3.0,83.0,39.0,61.0,185.0,77.0,225.0,1.0
2023-04-20 05:00:00,75.0,89.22,74.58,73.95,3.0,81.0,39.0,61.0,227.0,77.0,226.0,1.0
